legal_entity_name,legal_entity_edrpou,division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДОКТОР СЕМ""",39179279,"Медичний центр ТОВ ""ДОКТОР СЕМ""","М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ район, місто КИЇВ, вулиця Авіаконструктора Ігоря Сікорського, 1",526.0,50.465671,30.425503000000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВООДЕСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НОВООДЕСЬКОЇ РАЙОННОЇ РАДИ",38412224,Сухоєланецька АЗПСМ,"МИКОЛАЇВСЬКА область, НОВООДЕСЬКИЙ район, село СУХИЙ ЄЛАНЕЦЬ, вулиця вул. Олександра  Дедюліна , 1",1884.0,47.3691065,31.9894037
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗОЛОЧІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ЗОЛОЧІВСЬКОЇ РАЙОННОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ",01996272,Амбулаторія групової практики села Червоне,"ЛЬВІВСЬКА область, ЗОЛОЧІВСЬКИЙ район, село ЧЕРВОНЕ, вулиця Шевченка, 2а",1846.0,49.80188270000001,24.7654326
"Комунальне некомерційне підприємство Шумської районної ради ""Шумський районний центр первинної медико-санітарної допомоги""",38725548,Амбулаторія загальної практики сімейної медицини міста Шумськ,"ТЕРНОПІЛЬСЬКА область, ШУМСЬКИЙ район, місто ШУМСЬК, вулиця Енергетична, 1",8018.0,50.122677,26.1150716
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПОЛОГІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПОЛОГІВСЬКОЇ РАЙОННОЇ РАДИ ЗАПОРІЗЬКОЇ ОБЛАСТІ",38742343,Амбулаторія загальної практики - сімейної медицини м.Пологи,"ЗАПОРІЗЬКА область, ПОЛОГІВСЬКИЙ район, місто ПОЛОГИ, вулиця ім. Героя України Сацького В.А., 6",17224.0,47.481048799999996,36.24788529999999
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ІРШАВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ІРШАВСЬКОЇ РАЙОННОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ",38456539,Амбулаторія ЗПСМ с. Чорний Потік,"ЗАКАРПАТСЬКА область, ІРШАВСЬКИЙ район, село КРАЙНЯ МАРТИНКА, вулиця , 4-а",1391.0,48.418647799999995,23.0121845
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ОДЕСЬКОЇ МІСЬКОЇ РАДИ",02063341,"Амбулаторія № 1 КУ ""ЦПМСД № 2""","ОДЕСЬКА область, місто ОДЕСА, провулок Обсерваторний, 8",7416.0,46.4740089,30.7583369
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СИНЕЛЬНИКІВСЬКИЙ  ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СИНЕЛЬНИКІВСЬКОЇ МІСЬКОЇ РАДИ""",01111701,"Амбулаторія ЗПСМ № 3 м. Синельникове (КНП ""Синельниківський центр ПМСД СМР"")","ДНІПРОПЕТРОВСЬКА область, місто СИНЕЛЬНИКОВЕ, вулиця Виконкомівська, 32",7185.0,48.3131305,35.522412
Комунальне некомерційне підприємство 'Заліщицький районний центр первинної медико-санітарної допомоги' Заліщицької районної Ради,38044086,Заліщицька АЗПСМ,"ТЕРНОПІЛЬСЬКА область, ЗАЛІЩИЦЬКИЙ район, місто ЗАЛІЩИКИ, вулиця С.Бандери, 78",17986.0,48.64613610000001,25.731657300000002
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38447428,Амбулаторія загальної практики-сімейної медицини с. Колибаївка,"ХМЕЛЬНИЦЬКА область, село КОЛИБАЇВКА, вулиця Центральна, 2",3340.0,48.6384968,26.545717100000005
"Комунальне некомерційне підприємство ""Кам'янський районний центр первинної медико - санітарної допомоги"" Кам'янської районної ради",42017886,амбулаторія загальної практики - сімейної медицини села Косарі,"ЧЕРКАСЬКА область, КАМ'ЯНСЬКИЙ район, село КОСАРІ, вулиця Модестова, 53",1779.0,49.038605600000004,32.1888876
ЧЕРНІЄНКО ЛІДІЯ ПАВЛІВНА,----------,Чернієнко Лідія Павлівна,"ХАРКІВСЬКА область, НОВОВОДОЛАЗЬКИЙ район, смт. НОВА ВОДОЛАГА, вулиця Кооперативна, 6",14.0,49.7157463,35.85859779999999
"Комунальне некомерційне підприємство ""Рахівський центр первинної медико-санітарної допомоги"" Рахівської районної ради Закарпатської області",38182296,Амбулаторія с.Біла Церква,"ЗАКАРПАТСЬКА область, РАХІВСЬКИЙ район, село БІЛА ЦЕРКВА, вулиця Жовтнева, 65",1871.0,47.9495687,23.923277600000002
"Комунальне некомерційне підприємство ""Рахівський центр первинної медико-санітарної допомоги"" Рахівської районної ради Закарпатської області",38182296,Амбулаторія смт.Кобилецька Поляна,"ЗАКАРПАТСЬКА область, РАХІВСЬКИЙ район, смт. КОБИЛЕЦЬКА ПОЛЯНА, вулиця Шевченка, 30",2520.0,48.0514686,24.061695699999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 5"" ОДЕСЬКОЇ МІСЬКОЇ РАДИ",39040240,"Амбулаторія № 3 КНП ""ЦПМСД № 5"" ОМР","ОДЕСЬКА область, місто ОДЕСА, вулиця Академіка Заболотного, 32-А",3545.0,46.581924,30.787392800000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДНІПРОВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 6"" ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ",37899736,Амбулаторія загальної практики-сімейної медицини № 3,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Івана Мазепи, 37",13351.0,48.4669678,34.979641
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧОРНОМОРСЬКА ЛІКАРНЯ"" ЧОРНОМОРСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ",01982212,Дитяча поліклініка,"ОДЕСЬКА область, місто ЧОРНОМОРСЬК, вулиця 1 Травня, 1",12799.0,46.2993186,30.657143400000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №4 М. ВІННИЦІ""",26244596,Амбулаторія загальної практики - сімейної медицини №5,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Замостянська, 18",11592.0,49.2432612,28.4924374
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКИ МЕДИЧНОЇ АКАДЕМІЇ""",30011521,Відокремлений структурний підрозділ №7 Лікувально-діагностичного центру,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, площа Соборна, 4",224.0,48.457956,35.063431099999995
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ САХНОВЩИНСЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ""",38831532,АЗПСМ с.Катеринівка,"ХАРКІВСЬКА область, САХНОВЩИНСЬКИЙ район, село КАТЕРИНІВКА, вулиця Кооперативна, 5-а",519.0,49.01886270000001,35.879604
Собчук Ніна Миколаївна,----------,Уладівка,"ВІННИЦЬКА область, ЛІТИНСЬКИЙ район, село УЛАДІВКА, вулиця Миру, 10",575.0,49.4996345,28.2276245
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАНЬКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" МАНЬКІВСЬКОЇ РАЙОННОЇ РАДИ ЧЕРКАСЬКОЇ ОБЛАСТІ",41777601,Амбулаторія загальної практики сімейної медицини с. Іваньки,"ЧЕРКАСЬКА область, МАНЬКІВСЬКИЙ район, село ІВАНЬКИ, вулиця Ігоря Щербини, 2",2143.0,48.9935782,30.446555800000002
Комунальне підприємство 'Тульчинський районний центр первинної медико-санітарної допомоги',36759418,Кирнасівська амбулаторія загальної практики сімейної медицини,"ВІННИЦЬКА область, ТУЛЬЧИНСЬКИЙ район, смт. КИРНАСІВКА, вулиця Незалежності, 1",4555.0,48.592242999999996,28.984874600000005
"Комунальне некомерційне підприємство ""Центр первинної медико - санітарної допомоги № 1"" Деснянського району м.Києва",02064116,"КНП ""ЦПСМД №1"" Деснянського р-ну м.Києва, Амбулаторія загальної практики - сімейної медицини №4","М.КИЇВ, місто КИЇВ, вулиця Лаврухіна, 6",2834.0,50.5172873,30.597812899999997
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Дергачівської районної ради',38813974,Амбулаторія загальної практики-сімейної медицини смт. Вільшани,"ХАРКІВСЬКА область, ДЕРГАЧІВСЬКИЙ район, смт. ВІЛЬШАНИ, вулиця Вільна, 1",8719.0,50.0557127,35.8786359
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БАШТАНСЬКОГО РАЙОНУ"" БАШТАНСЬКОЇ РАЙОННОЇ РАДИ МИКОЛАЇВСЬКОЇ ОБСЛАСТІ",38313781,Лікарська амбулаторія загальної практики сімейної медицини Баштанка №1,"МИКОЛАЇВСЬКА область, БАШТАНСЬКИЙ район, місто БАШТАНКА, вулиця Олександра Сизоненка, 1б",1755.0,47.409873600000005,32.441226300000004
ЗАХАРЕНКО КАТЕРИНА ГРИГОРІВНА,----------,Кабінет лікаря-педіатра ФОП Захаренко Катерина Григорівна,"ПОЛТАВСЬКА область, ПИРЯТИНСЬКИЙ район, місто ПИРЯТИН, вулиця Аврущенка, 2",925.0,50.25128660000001,32.5063125
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧЕРНІГІВСЬКА МІСЬКА ЛІКАРНЯ № 1"" ЧЕРНІГІВСЬКОЇ МІСЬКОЇ РАДИ",02006596,Відділення по наданню первинної медичної допомоги населенню 3п/в,"ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, проспект Миру, 44",56134.0,51.498376,31.286663
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПЕЧЕНІЗЬКОГО РАЙОНУ"" ПЕЧЕНІЗЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",02002397,Амбулаторія загальної практики сімейної медицини смт. Печеніги,"ХАРКІВСЬКА область, ПЕЧЕНІЗЬКИЙ район, смт. ПЕЧЕНІГИ, вулиця Незалежності, 59",5577.0,49.8660468,36.9355305
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО "" ГАДЯЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГАДЯЦЬКОЇ РАЙОННОЇ РАДИ",38319453,Книшівська амбулаторія загальної практики - сімейної медицини,"ПОЛТАВСЬКА область, ГАДЯЦЬКИЙ район, село КНИШІВКА, вулиця С. Ільченка, 6/2",1566.0,50.4056035,34.12098710000001
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 4"" ДНІПРОВСЬКОГО РАЙОНУ МІСТА КИЄВА",38196712,"АЗПСМ №4 вулиця Новаторів, 4","М.КИЇВ, місто КИЇВ, вулиця Новаторів, 4",6648.0,50.438598,30.650071999999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №6""",38969678,амбулаторія №11,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Чумаченка, 21",10074.0,47.784980499999996,35.2253396
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДИТЯЧА ПОЛІКЛІНІКА №1"" ЧЕРНІГІВСЬКОЇ МІСЬКОЇ РАДИ",05480619,"Комунальне некомерційне підприємство ""Дитяча поліклініка №1"" Чернігівської міської ради","ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Текстильників, 36",3094.0,51.481964000000005,31.265016999999997
